karan,2025-01-15 14:20:35.103693,IN
elon musk,2025-01-15 14:22:52.641271,IN
karan,2025-01-15 14:22:59.898341,IN
karan,2025-01-15 14:27:56.240692,OUT
karan,2025-01-15 14:28:03.266084,IN
